"","paddy_raster_df","Freq"
"1","101",14740
"2","102",16797.4375
"3","103",6390.3125
"4","201",11905.5
"5","202",171316.5
"6","203",47292.5
"7","301",3224.75
"8","302",2565.4375
"9","303",17343.9375
"10","304",4653.9375
"11","401",995.5625
"12","402",2713.5
"13","404",6919.8125
