"","code","area_ha"
"1","1",12087
"2","2",43501
"3","3",32887
"4","4",97038
"5","43",7
"6","59",753
"7","107",107
"8","123",5146
"9","187",62
"10","233",131
"11","235",1582
"12","249",6195
"13","251",109742
