"","paddy_raster_df","Freq"
"1","101",66962.1875
"2","102",2965.75
"3","103",6906.75
"4","104",41959.125
"5","201",1703.3125
"6","202",33490.4375
"7","203",15810.8125
"8","204",6374.625
"9","301",5616.0625
"10","302",535.375
"11","303",16904.6875
"12","304",23454.9375
"13","401",10189.25
"14","402",5068.75
"15","403",2367.625
"16","404",67770.875
