"","code","area_ha"
"1","1",4482
"2","2",13319
"3","3",8396
"4","4",33280
"5","59",101
"6","107",217
"7","123",5575
"8","187",35
"9","233",604
"10","235",7100
"11","249",19586
"12","251",216543
