"","code","area_ha"
"1","1",76894
"2","2",4889
"3","3",6394
"4","4",32359
"5","27",33
"6","59",318
"7","91",5
"8","107",1
"9","123",1839
"10","155",4
"11","187",22
"12","233",10
"13","235",1038
"14","249",6458
"15","251",109764
