"","code","area_ha"
"1","1",16418
"2","2",52110
"3","3",29271
"4","4",26686
"5","27",12
"6","59",355
"7","123",12502
"8","155",4
"9","187",1473
"10","233",545
"11","235",2964
"12","249",22759
"13","251",144139
