"","paddy_raster_df","Freq"
"1","101",34163.0625
"2","102",44174.9375
"3","103",4871.4375
"4","201",22346.6875
"5","202",155868.875
"6","203",18473.125
"7","301",586.375
"8","302",708.125
"9","303",1060.625
"10","304",1794.6875
"11","401",1666.8125
"12","402",7876.3125
"13","404",13309.5625
