"","code","area_ha"
"1","27",40
"2","43",447
"3","59",14053
"4","91",5
"5","107",3145
"6","123",133255
"7","155",93
"8","171",279
"9","187",6132
"10","219",10
"11","235",5051
"12","251",146728
