"","code","area_ha"
"1","1",16225
"2","2",81738
"3","3",1751
"4","4",27575
"5","27",712
"6","43",2
"7","59",1517
"8","91",47
"9","107",18
"10","123",3730
"11","155",624
"12","187",403
"13","219",92
"14","233",866
"15","235",3862
"16","249",34822
"17","251",135254
