"","paddy_raster_df","Freq"
"1","101",15682.875
"2","102",12547.0625
"3","103",3841.75
"4","104",5208.8125
"5","201",15327.9375
"6","202",146350.375
"7","203",19299.0625
"8","204",8077.3125
"9","301",2295.125
"10","302",1712
"11","303",3324.3125
"12","304",3101.1875
"13","401",7157.375
"14","402",28772.0625
"15","403",1871
"16","404",33514.25
