"","code","area_ha"
"1","1",15220
"2","2",23105
"3","3",28157
"4","4",75132
"5","27",12
"6","43",2
"7","59",134
"8","91",1
"9","107",33
"10","123",1548
"11","187",6
"12","233",536
"13","235",3454
"14","249",29113
"15","251",132765
