"","code","area_ha"
"1","1",14553
"2","2",14678
"3","3",31739
"4","4",12231
"5","27",459
"6","43",48
"7","59",6655
"8","91",37
"9","107",160
"10","123",20790
"11","155",154
"12","171",5
"13","187",1185
"14","219",3
"15","233",30
"16","235",3531
"17","249",2009
"18","251",200970
