"","code","area_ha"
"1","1",2387
"2","2",68
"3","3",2569
"4","4",6472
"5","10",31427
"6","11",16
"7","27",550
"8","43",53
"9","59",7852
"10","91",53
"11","107",110
"12","123",13067
"13","139",2
"14","155",114
"15","171",12
"16","187",1234
"17","219",6
"18","233",26
"19","235",1468
"20","249",1391
"21","251",171151
