"","paddy_raster_df","Freq"
"1","101",77809.0625
"2","102",10871.1875
"3","103",5552.9375
"4","201",4273.6875
"5","202",71163.5625
"6","203",19411.375
"7","301",10663.6875
"8","302",2777.375
"9","303",27953.1875
"10","304",15297.125
"11","401",3266.9375
"12","402",5728.6875
"13","404",52134.375
