"","code","area_ha"
"1","1",46198
"2","2",11101
"3","3",13009
"4","4",32621
"5","11",12
"6","27",580
"7","43",63
"8","59",4171
"9","75",5
"10","91",19
"11","107",114
"12","123",10825
"13","155",126
"14","171",5
"15","187",485
"16","219",4
"17","233",59
"18","235",1731
"19","249",19147
"20","251",168963
