"","code","area_ha"
"1","1",3120
"2","2",18244
"3","3",22423
"4","4",34744
"5","27",17
"6","59",637
"7","107",24
"8","123",5089
"9","155",4
"10","187",49
"11","233",259
"12","235",1017
"13","249",24911
"14","251",129477
