"","x"
"Accuracy",0.838709677419355
"Kappa",0.777263292351908
"AccuracyLower",0.74796573744892
"AccuracyUpper",0.906821820069959
"AccuracyNull",0.311827956989247
"AccuracyPValue",1.05279062924499e-25
"McnemarPValue",0.166217191741239
