"","code","area_ha"
"1","1",16917
"2","2",91827
"3","3",13860
"4","4",28370
"5","27",116
"6","43",80
"7","59",904
"8","91",26
"9","107",802
"10","123",7722
"11","155",136
"12","171",49
"13","187",405
"14","219",9
"15","233",143
"16","235",4024
"17","249",19057
"18","251",124791
