"","code","area_ha"
"1","1",26637
"2","2",78374
"3","3",67575
"4","4",17456
"5","59",150
"6","107",2
"7","123",863
"8","187",6
"9","233",751
"10","235",2013
"11","249",30169
"12","251",85242
