"","code","area_ha"
"1","1",681
"2","2",13364
"3","3",5364
"4","4",32385
"5","11",8
"6","27",226
"7","43",34
"8","59",825
"9","91",9
"10","107",51
"11","123",2659
"12","155",67
"13","187",167
"14","219",8
"15","233",29
"16","235",1412
"17","249",18700
"18","251",164039
