"","x"
"Accuracy",0.985029940119761
"Kappa",0.979972297009636
"AccuracyLower",0.97264229768588
"AccuracyUpper",0.992798545140101
"AccuracyNull",0.284431137724551
"AccuracyPValue",0
"McnemarPValue",NA
