"","paddy_raster_df","Freq"
"1","101",79211.125
"2","102",3821.4375
"3","103",4412.6875
"4","104",14350.3125
"5","201",6070.75
"6","202",62149.0625
"7","203",15866.625
"8","204",7339.0625
"9","301",8129.625
"10","302",1018.3125
"11","303",31449.0625
"12","304",16655.5
"13","401",17398.5
"14","402",5600.5625
"15","403",3294.625
"16","404",31309.0625
