"","code","area_ha"
"1","1",806
"2","2",11583
"3","3",328
"4","4",293
"5","27",1354
"6","59",4898
"7","91",119
"8","123",13495
"9","155",307
"10","187",820
"11","219",29
"12","249",10915
"13","251",264291
