"","code","area_ha"
"1","1",11137
"2","2",16169
"3","3",4161
"4","4",28453
"5","27",465
"6","43",13
"7","59",1545
"8","91",38
"9","107",24
"10","123",4141
"11","155",147
"12","171",4
"13","187",254
"14","219",54
"15","233",283
"16","235",2781
"17","249",19241
"18","251",151118
