"","code","area_ha"
"1","1",6027
"2","2",29615
"3","3",34258
"4","4",3813
"5","11",3
"6","27",968
"7","43",54
"8","59",2873
"9","75",4
"10","91",120
"11","107",64
"12","123",7967
"13","139",7
"14","155",280
"15","171",15
"16","187",520
"17","203",2
"18","219",23
"19","233",261
"20","235",1516
"21","249",26803
"22","251",194029
