"","code","area_ha"
"1","10",59604
"2","42",9
"3","43",614
"4","58",116
"5","59",91395
"6","60",63
"7","90",2
"8","91",1
"9","122",139
"10","123",133653
"11","124",99
"12","250",3
"13","251",23533
"14","252",7
