"","Overall"
"S2_B02",44.2986160194148
"S2_B03",46.242734942232
"S2_B04",70.5366484745561
"S2_B05",79.8243068805713
"S2_B06",11.9331502683786
"S2_B07",38.178507978067
"S2_B08",32.9128044340009
"S2_B11",92.4846091457157
"S2_B12",100
"S2_B8A",28.6401840642537
"VH_MAX",4.44580899285522
"VH_MEAN",6.12780394002275
"VH_MED",4.89580751224401
"VH_MIN",11.2006385679329
"VH_SUM",7.58870032198828
"VV_MAX",2.62859978248111
"VV_MEAN",0
"VV_MED",1.01129474691834
"VV_MIN",0.272997857386792
"VV_SUM",0.380067567857354
"VH_MAX_1",3.44081678855989
"VH_MEAN_1",6.23007849198755
"VH_MED_1",5.26427676429362
"VH_MIN_1",3.83135292434512
"VH_SUM_1",5.09216942858388
"VV_MAX_1",2.19037799880911
"VV_MEAN_1",0.60547406284847
"VV_MED_1",1.76960816646109
"VV_MIN_1",0.160819866533247
"VV_SUM_1",2.0776223451595
