"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.484848484848485,0.561643835616438,0.333333333333333,0.706896551724138,0.333333333333333,0.484848484848485,0.395061728395062,0.311320754716981,0.150943396226415,0.452830188679245,0.523246160232462
"Class: 2",0.166666666666667,0.902439024390244,0.333333333333333,0.787234042553192,0.333333333333333,0.166666666666667,0.222222222222222,0.226415094339623,0.0377358490566038,0.113207547169811,0.534552845528455
"Class: 3",0.241379310344828,0.688311688311688,0.225806451612903,0.706666666666667,0.225806451612903,0.241379310344828,0.233333333333333,0.273584905660377,0.0660377358490566,0.292452830188679,0.464845499328258
"Class: 4",0.1,0.848837209302326,0.133333333333333,0.802197802197802,0.133333333333333,0.1,0.114285714285714,0.188679245283019,0.0188679245283019,0.141509433962264,0.474418604651163
