"","x"
"Accuracy",0.433962264150943
"Kappa",0.236952609478104
"AccuracyLower",0.337973835997458
"AccuracyUpper",0.533736085344689
"AccuracyNull",0.311320754716981
"AccuracyPValue",0.00521576694471731
"McnemarPValue",0.633545621380721
