"","Overall"
"LS8_B01",19.8917033624001
"LS8_B02",30.3303528946652
"LS8_B03",35.0277331276326
"LS8_B04",86.1770134001374
"LS8_B05",44.7493193967636
"LS8_B06",85.8047249198607
"LS8_B07",100
"VH_MAX",3.09781901173482
"VH_MEAN",6.87114531842699
"VH_MED",5.06090703780138
"VH_MIN",10.7864996261675
"VH_SUM",6.18705628037584
"VV_MAX",4.2059143859668
"VV_MEAN",1.94773230794881
"VV_MED",1.16375938624071
"VV_MIN",2.52861528082118
"VV_SUM",1.49112143407534
"VH_MAX_1",3.32970107382786
"VH_MEAN_1",5.63125226266225
"VH_MED_1",4.49418396181828
"VH_MIN_1",3.49549062970905
"VH_SUM_1",7.26571774908479
"VV_MAX_1",6.16200915412746
"VV_MEAN_1",2.08762379055651
"VV_MED_1",3.40364096891658
"VV_MIN_1",1.56749851269521
"VV_SUM_1",1.26180728662636
"d_VH_MAX100",0.713550391279922
"d_VH_MEAN100",1.28997921703526
"d_VH_MED100",4.74559634519338
"d_VH_MIN100",1.41281915571322
"d_VH_SUM100",1.5010520138697
"d_VV_MAX100",3.76473187372998
"d_VV_MEAN100",0
"d_VV_MED100",1.60955157231076
"d_VV_MIN100",1.52166659173512
"d_VV_SUM100",0.228737124764903
