"","Overall"
"S2_B02",34.3310690754021
"S2_B03",26.3539119299894
"S2_B04",56.4364226646615
"S2_B05",70.2519770813241
"S2_B06",6.5151725007011
"S2_B07",29.3718338988895
"S2_B08",31.0640791271568
"S2_B11",73.599006156198
"S2_B12",100
"S2_B8A",28.5478845490841
"VH_MAX",4.02450803544955
"VH_MEAN",7.05635850946952
"VH_MED",3.24679218043661
"VH_MIN",10.5390663917408
"VH_SUM",6.9967588442066
"VV_MAX",3.5941356302078
"VV_MEAN",0.51754361494262
"VV_MED",0.794626228748284
"VV_MIN",0.666586022123938
"VV_SUM",0
