"","Overall"
"S2_B02",46.7002123524297
"S2_B03",49.4020489634861
"S2_B04",76.2581013979965
"S2_B05",72.2174419866745
"S2_B06",17.8911012725122
"S2_B07",42.7048677489463
"S2_B08",34.2843730240824
"S2_B11",94.7934047567479
"S2_B12",100
"S2_B8A",32.9146547847227
"LS8_B01",36.2094784275031
"LS8_B02",40.7210381131244
"LS8_B03",37.1190454565374
"LS8_B04",61.9402620474004
"LS8_B05",34.5488399965901
"LS8_B06",76.421304791195
"LS8_B07",74.5480263408323
"d_VH_MAX100",0
"d_VH_MEAN100",2.58817583741943
"d_VH_MED100",7.3927532824828
"d_VH_MIN100",1.30493089142553
"d_VH_SUM100",3.22529074063375
