"","Overall"
"S2_B02",29.9344863027709
"S2_B03",25.4354956404925
"S2_B04",45.9467593489044
"S2_B05",58.7506339996451
"S2_B06",6.64554620874216
"S2_B07",26.4493626550322
"S2_B08",33.0147742611885
"S2_B11",68.1731286348272
"S2_B12",100
"S2_B8A",27.3122622825331
"LS8_B01",10.5774570438083
"LS8_B02",20.934339623594
"LS8_B03",15.2185971501648
"LS8_B04",38.3839689183811
"LS8_B05",23.643202740484
"LS8_B06",42.7980137364673
"LS8_B07",54.3463276048373
"VH_MAX",1.64408576369106
"VH_MEAN",4.5535643218299
"VH_MED",3.7274188730965
"VH_MIN",8.44366402985997
"VH_SUM",6.23838234431812
"VV_MAX",2.05725923258236
"VV_MEAN",0
"VV_MED",0.46762042528963
"VV_MIN",0.503917437178747
"VV_SUM",0.71476839865015
"VH_MAX_1",2.67455495978258
"VH_MEAN_1",5.74145426335524
"VH_MED_1",4.78003836813998
"VH_MIN_1",3.9223491376646
"VH_SUM_1",5.08257440833835
"VV_MAX_1",2.19821117099841
"VV_MEAN_1",0.617914635409447
"VV_MED_1",1.53644819073978
"VV_MIN_1",0.84681799684945
"VV_SUM_1",1.18388507332594
"d_VH_MAX100",0.733417404781841
"d_VH_MEAN100",1.26583174543925
"d_VH_MED100",3.16695108199833
"d_VH_MIN100",0.707302241523644
"d_VH_SUM100",1.42489581963861
"d_VV_MAX100",2.43458980066232
"d_VV_MEAN100",0.429846371399021
"d_VV_MED100",1.16935916870706
"d_VV_MIN100",1.63239999803112
"d_VV_SUM100",0.629222676511963
