"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.96969696969697,0.945205479452055,0.888888888888889,0.985714285714286,0.888888888888889,0.96969696969697,0.927536231884058,0.311320754716981,0.30188679245283,0.339622641509434,0.957451224574512
"Class: 2",0.75,0.975609756097561,0.9,0.930232558139535,0.9,0.75,0.818181818181818,0.226415094339623,0.169811320754717,0.188679245283019,0.86280487804878
"Class: 3",0.896551724137931,0.896103896103896,0.764705882352941,0.958333333333333,0.764705882352941,0.896551724137931,0.825396825396825,0.273584905660377,0.245283018867925,0.320754716981132,0.896327810120914
"Class: 4",0.55,0.941860465116279,0.6875,0.9,0.6875,0.55,0.611111111111111,0.188679245283019,0.10377358490566,0.150943396226415,0.74593023255814
