"","Overall"
"S2_B02",50.4433302669973
"S2_B03",43.2241113617227
"S2_B04",72.1910187652244
"S2_B05",73.1114085349647
"S2_B06",13.6913649934392
"S2_B07",39.0734205649786
"S2_B08",31.5065966668626
"S2_B11",86.968357791702
"S2_B12",100
"S2_B8A",32.051615934295
"d_VH_MAX100",0.625550375673918
"d_VH_MEAN100",0.609662036176551
"d_VH_MED100",3.25098602938116
"d_VH_MIN100",0.670091543688895
"d_VH_SUM100",2.00154395278544
"d_VV_MAX100",3.2971409302975
"d_VV_MEAN100",0.396924130037298
"d_VV_MED100",1.45957264091299
"d_VV_MIN100",1.19277141233331
"d_VV_SUM100",0
