"","Overall"
"VH_MAX",36.9359705358561
"VH_MEAN",65.0482508119384
"VH_MED",52.0453358636035
"VH_MIN",100
"VH_SUM",58.1242923334396
"VV_MAX",17.3054665349176
"VV_MEAN",11.5304258452462
"VV_MED",19.9187102043365
"VV_MIN",0
"VV_SUM",9.83302739054736
"VH_MAX_1",23.9540397916172
"VH_MEAN_1",32.1401856905474
"VH_MED_1",40.8361520814926
"VH_MIN_1",28.6651316119025
"VH_SUM_1",30.8776798509943
"VV_MAX_1",38.2115621803581
"VV_MEAN_1",13.1415373033719
"VV_MED_1",7.30092324153141
"VV_MIN_1",5.1813810818745
"VV_SUM_1",16.5682098818492
"d_VH_MAX",3.8550692483099
"d_VH_MEAN",11.2906613508715
"d_VH_MED",21.4532288705621
"d_VH_MIN",13.6378874149026
"d_VH_SUM",11.4244007857506
"d_VV_MAX",60.5700573713694
"d_VV_MEAN",6.23098116857488
"d_VV_MED",23.0167276613634
"d_VV_MIN",11.585415271429
"d_VV_SUM",9.23408272152033
