"","paddy_raster_df","Freq"
"1","101",28973.125
"2","102",17385.4375
"3","103",1520.5625
"4","201",8094.625
"5","202",136774.0625
"6","203",12574.3125
"7","301",1458.0625
"8","302",1288.4375
"9","303",3668.9375
"10","304",14872.0625
"11","401",4595.25
"12","402",21619.9375
"13","404",54100
