"","paddy_raster_df","Freq"
"1","101",5000.1875
"2","102",4842.0625
"3","103",1743.375
"4","104",9782.9375
"5","201",8295.125
"6","202",112350.5625
"7","203",12784.3125
"8","204",4438.875
"9","301",4784.1875
"10","302",1358.1875
"11","303",10921.875
"12","304",15779.9375
"13","401",4480.3125
"14","402",34282.625
"15","403",1023.125
"16","404",76189.75
