"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.303030303030303,0.876712328767123,0.526315789473684,0.735632183908046,0.526315789473684,0.303030303030303,0.384615384615385,0.311320754716981,0.0943396226415094,0.179245283018868,0.589871315898713
"Class: 2",0.166666666666667,0.98780487804878,0.8,0.801980198019802,0.8,0.166666666666667,0.275862068965517,0.226415094339623,0.0377358490566038,0.0471698113207547,0.577235772357724
"Class: 3",0.689655172413793,0.441558441558442,0.317460317460317,0.790697674418605,0.317460317460317,0.689655172413793,0.434782608695652,0.273584905660377,0.188679245283019,0.594339622641509,0.565606806986117
"Class: 4",0.35,0.86046511627907,0.368421052631579,0.850574712643678,0.368421052631579,0.35,0.358974358974359,0.188679245283019,0.0660377358490566,0.179245283018868,0.605232558139535
