"","x"
"Accuracy",0.80188679245283
"Kappa",0.73122434194639
"AccuracyLower",0.713247832375977
"AccuracyUpper",0.872981574762585
"AccuracyNull",0.311320754716981
"AccuracyPValue",2.96893884760168e-25
"McnemarPValue",NA
