"","x"
"Accuracy",0.85195530726257
"Kappa",0.802607076350093
"AccuracyLower",0.823797690667328
"AccuracyUpper",0.877173695494054
"AccuracyNull",0.25
"AccuracyPValue",3.40841681637548e-252
"McnemarPValue",0.00274044194700398
