"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.709497206703911,0.914338919925512,0.734104046242774,0.904235727440147,0.734104046242775,0.709497206703911,0.721590909090909,0.25,0.177374301675978,0.241620111731844,0.811918063314711
"Class: 2",0.737430167597765,0.940409683426443,0.804878048780488,0.914855072463768,0.804878048780488,0.737430167597765,0.769679300291545,0.25,0.184357541899441,0.229050279329609,0.838919925512104
"Class: 3",0.70391061452514,0.852886405959032,0.614634146341464,0.896281800391389,0.614634146341463,0.70391061452514,0.65625,0.25,0.175977653631285,0.286312849162011,0.778398510242086
"Class: 4",0.70391061452514,0.910614525139665,0.724137931034483,0.902214022140221,0.724137931034483,0.70391061452514,0.713881019830028,0.25,0.175977653631285,0.243016759776536,0.807262569832402
