"","x"
"Accuracy",0.384078212290503
"Kappa",0.17877094972067
"AccuracyLower",0.348294948370292
"AccuracyUpper",0.420820832980369
"AccuracyNull",0.25
"AccuracyPValue",1.78972803115688e-15
"McnemarPValue",0.703043714573611
