"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.905027932960894,0.918063314711359,0.786407766990291,0.966666666666667,0.786407766990291,0.905027932960894,0.841558441558442,0.25,0.226256983240223,0.287709497206704,0.911545623836127
"Class: 2",0.782122905027933,0.983240223463687,0.939597315436241,0.931216931216931,0.939597315436242,0.782122905027933,0.853658536585366,0.25,0.195530726256983,0.208100558659218,0.88268156424581
"Class: 3",0.837988826815642,0.93854748603352,0.819672131147541,0.945590994371482,0.819672131147541,0.837988826815642,0.828729281767956,0.25,0.209497206703911,0.255586592178771,0.888268156424581
"Class: 4",0.88268156424581,0.962756052141527,0.887640449438202,0.960966542750929,0.887640449438202,0.88268156424581,0.88515406162465,0.25,0.220670391061453,0.248603351955307,0.922718808193669
