"","x"
"Accuracy",0.620111731843575
"Kappa",0.493482309124767
"AccuracyLower",0.583426029269892
"AccuracyUpper",0.655803350547369
"AccuracyNull",0.25
"AccuracyPValue",5.82074064474015e-97
"McnemarPValue",0.47137811856702
