"","Overall"
"VV1",15.3190851653519
"VV2",0
"VV3",28.286230333681
"diff_VV1",0.398947907113421
"diff_VV2",11.8975776531079
"diff_VV3",34.0363246034747
"VH1",46.0694191148803
"VH2",24.7270908862069
"VH3",100
"diff_VH1",25.2906844875748
"diff_VH2",49.2651103948921
"diff_VH3",75.6935597530582
