"","code","area_ha"
"1","1",3169
"2","2",5099
"3","3",3030
"4","4",4572
"5","59",135
"6","107",504
"7","123",15244
"8","171",2
"9","187",157
"10","233",147
"11","235",7089
"12","249",5929
"13","251",264161
