"","subdistrict","code","area_ha"
"1",3212010,2,4403.1875
"2",3212011,1,226.625
"3",3212011,2,7837.4375
"4",3212020,1,36.6875
"5",3212020,2,10021
"6",3212030,1,1433.375
"7",3212030,2,4807.5
"8",3212040,1,66.75
"9",3212040,2,4051.8125
"10",3212041,1,702.4375
"11",3212041,2,6587.5625
"12",3212050,1,583.9375
"13",3212050,2,4123.5625
"14",3212060,1,1271.8125
"15",3212060,2,2328.25
"16",3212061,1,322.125
"17",3212061,2,3370.6875
"18",3212070,1,605.5625
"19",3212070,2,2410.8125
"20",3212080,1,595.1875
"21",3212080,2,1892
"22",3212081,1,624.375
"23",3212081,2,1620.6875
"24",3212090,1,718.6875
"25",3212090,2,3909.5
"26",3212100,1,545.4375
"27",3212100,2,1518.4375
"28",3212101,1,780.4375
"29",3212101,2,1521.5625
"30",3212110,1,1087.8125
"31",3212110,2,2606.6875
"32",3212120,1,836.3125
"33",3212120,2,3771.5625
"34",3212130,1,650.0625
"35",3212130,2,1961.5
"36",3212140,1,204.3125
"37",3212140,2,879
"38",3212150,1,460.5
"39",3212150,2,1251.6875
"40",3212160,1,311.1875
"41",3212160,2,1071.125
"42",3212161,1,65.4375
"43",3212161,2,631.25
"44",3212162,1,341.0625
"45",3212162,2,257.5
"46",3212170,1,468.0625
"47",3212170,2,2007.875
"48",3212171,1,269.3125
"49",3212171,2,1685.9375
"50",3212180,1,1487.125
"51",3212180,2,3579.8125
"52",3212190,1,465.3125
"53",3212190,2,5475.1875
"54",3212200,1,210.875
"55",3212200,2,3622.4375
"56",3212210,1,528.625
"57",3212210,2,5894.125
"58",3212220,1,266.5625
"59",3212220,2,3084.375
"60",3212221,1,279.875
"61",3212221,2,2242.25
"62",3213010,1,5
"63",3213010,2,936.9375
"64",3213011,1,1.375
"65",3213011,2,1596.0625
"66",3213020,1,41.5
"67",3213020,2,544.0625
"68",3213021,1,62
"69",3213021,2,887.6875
"70",3213030,1,43.8125
"71",3213030,2,1284.75
"72",3213031,1,33.1875
"73",3213031,2,661.625
"74",3213040,1,47.875
"75",3213040,2,1231.875
"76",3213050,1,568.5
"77",3213050,2,1747.625
"78",3213060,1,34.5
"79",3213060,2,1952.5625
"80",3213070,1,72
"81",3213070,2,1239
"82",3213080,1,37.0625
"83",3213080,2,2513.1875
"84",3213081,1,9.875
"85",3213081,2,586.625
"86",3213090,1,2.5625
"87",3213090,2,1929.4375
"88",3213100,1,109.5625
"89",3213100,2,5338
"90",3213110,1,249.75
"91",3213110,2,6813
"92",3213120,1,28.3125
"93",3213120,2,1389.3125
"94",3213130,1,326.1875
"95",3213130,2,2393.375
"96",3213140,1,271
"97",3213140,2,2420.5625
"98",3213141,1,1183.1875
"99",3213141,2,1967.25
"100",3213150,2,5965.6875
"101",3213160,1,72.5625
"102",3213160,2,5416.5
"103",3213170,1,1017.125
"104",3213170,2,3000.125
"105",3213171,1,743.3125
"106",3213171,2,4591.375
"107",3213180,1,78.75
"108",3213180,2,8740.1875
"109",3213190,1,76.875
"110",3213190,2,2051.875
"111",3213191,1,74.4375
"112",3213191,2,3226
"113",3213200,1,180.125
"114",3213200,2,2219.625
"115",3213201,1,206.5625
"116",3213201,2,4318.9375
"117",3213210,1,444.9375
"118",3213210,2,2247.1875
"119",3213220,1,123.125
"120",3213220,2,5111.125
"121",3215010,2,3028.625
"122",3215011,2,1970.8125
"123",3215020,1,121.125
"124",3215020,2,1090.5625
"125",3215031,2,1027.625
"126",3215032,2,2627.8125
"127",3215040,1,90.3125
"128",3215040,2,2419.5
"129",3215050,1,0.1875
"130",3215050,2,340.5625
"131",3215051,1,7.9375
"132",3215051,2,1756.5
"133",3215060,1,15.875
"134",3215060,2,3493.125
"135",3215070,1,35.125
"136",3215070,2,3929.5625
"137",3215071,1,4.0625
"138",3215071,2,4327.0625
"139",3215072,1,5
"140",3215072,2,1411.5625
"141",3215081,1,212.9375
"142",3215081,2,4817.0625
"143",3215082,1,5
"144",3215082,2,5419.1875
"145",3215090,1,38.5
"146",3215090,2,3994.6875
"147",3215100,1,135.25
"148",3215100,2,4006.0625
"149",3215111,1,49.5625
"150",3215111,2,2366.875
"151",3215112,2,1357.6875
"152",3215113,2,2246.0625
"153",3215120,2,3513.8125
"154",3215130,1,19.5
"155",3215130,2,7191.375
"156",3215140,1,8.125
"157",3215140,2,4434.375
"158",3215150,2,2470.8125
"159",3215151,1,6
"160",3215151,2,3386.625
"161",3215160,1,311.75
"162",3215160,2,5029.0625
"163",3215161,1,89.9375
"164",3215161,2,5155.875
"165",3215170,1,93.5
"166",3215170,2,4677.875
"167",3215180,1,19.125
"168",3215180,2,5043.1875
"169",3215190,1,15
"170",3215190,2,4864.5
"171",3215200,1,483.3125
"172",3215200,2,2528.3125
