"","subdistrict","code","area_ha"
"1",3212010,1,3497.4375
"2",3212010,2,778.8125
"3",3212011,1,6139.375
"4",3212011,2,1522.625
"5",3212020,1,7151.5
"6",3212020,2,2593.5625
"7",3212030,1,2798.125
"8",3212030,2,3215.3125
"9",3212040,1,2829.125
"10",3212040,2,1140.375
"11",3212041,1,3988.1875
"12",3212041,2,2913
"13",3212050,1,2363.3125
"14",3212050,2,2191.3125
"15",3212060,1,3334.0625
"16",3212060,2,168.1875
"17",3212061,1,3365.3125
"18",3212061,2,211.6875
"19",3212070,1,1834.8125
"20",3212070,2,1077.375
"21",3212080,1,2224.375
"22",3212080,2,187.8125
"23",3212081,1,1994.5
"24",3212081,2,166
"25",3212090,1,1715.6875
"26",3212090,2,2793.5
"27",3212100,1,1651.8125
"28",3212100,2,349.9375
"29",3212101,1,1962.3125
"30",3212101,2,269.1875
"31",3212110,1,2291.5
"32",3212110,2,1256.875
"33",3212120,1,3676
"34",3212120,2,749.5625
"35",3212130,1,1684.75
"36",3212130,2,827.25
"37",3212140,1,654.3125
"38",3212140,2,386.125
"39",3212150,1,1200.25
"40",3212150,2,441.8125
"41",3212160,1,1040.8125
"42",3212160,2,274.5
"43",3212161,1,411.375
"44",3212161,2,259.625
"45",3212162,1,400.625
"46",3212162,2,168.3125
"47",3212170,1,1677.4375
"48",3212170,2,712.25
"49",3212171,1,1729.3125
"50",3212171,2,170.4375
"51",3212180,1,1395.1875
"52",3212180,2,3498.875
"53",3212190,1,2474.875
"54",3212190,2,3281.625
"55",3212200,1,3430.625
"56",3212200,2,281
"57",3212210,1,5645.9375
"58",3212210,2,608
"59",3212220,1,2991
"60",3212220,2,262.5625
"61",3212221,1,2081
"62",3212221,2,341.5
"63",3213010,1,427.1875
"64",3213010,2,369.5
"65",3213011,1,578.25
"66",3213011,2,776.25
"67",3213020,1,286.4375
"68",3213020,2,209.3125
"69",3213021,1,494.875
"70",3213021,2,328.4375
"71",3213030,1,708.8125
"72",3213030,2,440.75
"73",3213031,1,457.4375
"74",3213031,2,157.625
"75",3213040,1,797.8125
"76",3213040,2,306.3125
"77",3213050,1,1156.1875
"78",3213050,2,831.875
"79",3213060,1,1114.5625
"80",3213060,2,686.5
"81",3213070,1,681.0625
"82",3213070,2,499.5625
"83",3213080,1,1470.3125
"84",3213080,2,858.0625
"85",3213081,1,348.8125
"86",3213081,2,161.25
"87",3213090,1,742.875
"88",3213090,2,968
"89",3213100,1,2961.3125
"90",3213100,2,2215.875
"91",3213110,1,5952.75
"92",3213110,2,894.1875
"93",3213120,1,746.0625
"94",3213120,2,562.6875
"95",3213130,1,2114.9375
"96",3213130,2,463
"97",3213140,1,1434.1875
"98",3213140,2,1094.8125
"99",3213141,1,1709.4375
"100",3213141,2,1241.6875
"101",3213150,1,4565.0625
"102",3213150,2,1101.6875
"103",3213160,1,5004.875
"104",3213160,2,350.375
"105",3213170,1,3595.75
"106",3213170,2,280.1875
"107",3213171,1,5024.5
"108",3213171,2,202.9375
"109",3213180,1,8023.9375
"110",3213180,2,513.5
"111",3213190,1,1946
"112",3213190,2,123.25
"113",3213191,1,2992.4375
"114",3213191,2,233.25
"115",3213200,1,2037.875
"116",3213200,2,289.3125
"117",3213201,1,4239.125
"118",3213201,2,185.25
"119",3213210,1,2303.3125
"120",3213210,2,308.625
"121",3213220,1,4778.3125
"122",3213220,2,295
"123",3215010,1,1663.0625
"124",3215010,2,1149.0625
"125",3215011,1,1110.875
"126",3215011,2,688.1875
"127",3215020,1,402.625
"128",3215020,2,691.6875
"129",3215031,1,289.5625
"130",3215031,2,681.625
"131",3215032,1,420.875
"132",3215032,2,2120.875
"133",3215040,1,1162.75
"134",3215040,2,1229.8125
"135",3215050,1,162.9375
"136",3215050,2,152.875
"137",3215051,1,1379.3125
"138",3215051,2,330.625
"139",3215060,1,3202.3125
"140",3215060,2,211.75
"141",3215070,1,3243.8125
"142",3215070,2,616.8125
"143",3215071,1,4102.5625
"144",3215071,2,148.875
"145",3215072,1,821.875
"146",3215072,2,549.25
"147",3215081,1,4659.625
"148",3215081,2,264.4375
"149",3215082,1,4872.1875
"150",3215082,2,445.0625
"151",3215090,1,3760.875
"152",3215090,2,183.125
"153",3215100,1,3842.5
"154",3215100,2,207.75
"155",3215111,1,2208.125
"156",3215111,2,150.3125
"157",3215112,1,935
"158",3215112,2,375.1875
"159",3215113,1,1657.0625
"160",3215113,2,535.375
"161",3215120,1,3230.625
"162",3215120,2,198.125
"163",3215130,1,6063.625
"164",3215130,2,1005.5625
"165",3215140,1,4179
"166",3215140,2,188.8125
"167",3215150,1,1907.6875
"168",3215150,2,507.875
"169",3215151,1,2853.375
"170",3215151,2,485.375
"171",3215160,1,4563.5625
"172",3215160,2,697.3125
"173",3215161,1,4256.375
"174",3215161,2,888.6875
"175",3215170,1,3444.5
"176",3215170,2,1254.4375
"177",3215180,1,3377.375
"178",3215180,2,1599.9375
"179",3215190,1,3719.9375
"180",3215190,2,1066.125
"181",3215200,1,2817.875
"182",3215200,2,137.1875
