"","paddy_raster_df","Freq"
"1","101",6162.5625
"2","102",4678.125
"3","103",2803.625
"4","104",8914.375
"5","201",10887.1875
"6","202",113789.8125
"7","203",19842
"8","204",8304.375
"9","301",3352.9375
"10","302",492
"11","303",12119.875
"12","304",10508
"13","401",9224.9375
"14","402",22897.0625
"15","403",2651.5625
"16","404",71417.3125
