"","code","area_ha"
"1","1",7473
"2","2",15877
"3","3",370
"4","4",1836
"5","10",11881
"6","27",26
"7","59",484
"8","123",12143
"9","155",21
"10","187",65
"11","219",2
"12","249",4547
"13","251",254513
