"","namefile","size","masking","sampling","source","method","Count.Train","Count.Test","NoOfCoef","preProc","model","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa"
"54","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0054.csv","100","WithMasking","LOOCV","LS8","rf",252,106,15,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + d_VV_MAX + d_VV_MEAN + d_VV_MED + d_VV_MIN + d_VV_SUM",0.865079365079365,0.817643928913483,0.783018867924528,0.705519990336997
"55","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0055.csv","100","WithMasking","LOOCV","LS8","rf",252,106,13,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VH_MAX + VH_MAX_1 + d_VH_MAX",0.876984126984127,0.833638570637591,0.811320754716981,0.744485958780282
"56","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0056.csv","100","WithMasking","LOOCV","LS8","rf",252,106,13,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VV_MAX + VV_MAX_1 + d_VV_MAX",0.869047619047619,0.823233074715698,0.80188679245283,0.731289232254949
"57","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0057.csv","100","WithMasking","LOOCV","LS8","rf",252,106,11,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + d_VV_MAX",0.873015873015873,0.828272072916223,0.811320754716981,0.745008419533317
"58","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0058.csv","100","WithMasking","LOOCV","LS8","rf",252,106,11,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + d_VH_MAX",0.869047619047619,0.82316165525454,0.792452830188679,0.718765074770864
"59","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0059.csv","100","WithMasking","LOOCV","LS8","rf",252,106,20,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM",0.880952380952381,0.839162624457493,0.830188679245283,0.769815418023887
"60","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0060.csv","100","WithMasking","LOOCV","LS8","rf",252,106,15,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM",0.876984126984127,0.833751862098319,0.811320754716981,0.744362715543229
"61","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0061.csv","100","WithMasking","LOOCV","LS8","rf",252,106,15,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM",0.869047619047619,0.822992273472255,0.80188679245283,0.731289232254949
"62","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0062.csv","100","WithMasking","LOOCV","LS8","rf",252,106,40,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM + VH_MAX_1 + VH_MEAN_1 + VH_MED_1 + VH_MIN_1 + VH_SUM_1 + VV_MAX_1 + VV_MEAN_1 + VV_MED_1 + VV_MIN_1 + VV_SUM_1 + d_VH_MAX100 + d_VH_MEAN100 + d_VH_MED100 + d_VH_MIN100 + d_VH_SUM100 + d_VV_MAX100 + d_VV_MEAN100 + d_VV_MED100 + d_VV_MIN100 + d_VV_SUM100",0.888888888888889,0.849987243813249,0.830188679245283,0.769954183747287
"63","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0063.csv","100","WithMasking","LOOCV","LS8","rf",252,106,20,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + d_VH_MAX100 + d_VH_MEAN100 + d_VH_MED100 + d_VH_MIN100 + d_VH_SUM100 + d_VV_MAX100 + d_VV_MEAN100 + d_VV_MED100 + d_VV_MIN100 + d_VV_SUM100",0.869047619047619,0.823180455444281,0.792452830188679,0.718187311178248
"64","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0064.csv","100","WithMasking","LOOCV","LS8","rf",252,106,15,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + d_VH_MAX100 + d_VH_MEAN100 + d_VH_MED100 + d_VH_MIN100 + d_VH_SUM100",0.865079365079365,0.817574041348181,0.820754716981132,0.758165225744477
"65","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0065.csv","100","WithMasking","LOOCV","LS8","rf",252,106,15,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + d_VV_MAX100 + d_VV_MEAN100 + d_VV_MED100 + d_VV_MIN100 + d_VV_SUM100",0.869047619047619,0.823199251637044,0.80188679245283,0.731289232254949
"66","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0066.csv","100","WithMasking","LOOCV","LS8","rf",252,106,13,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VH_MAX + VH_MAX_1 + d_VH_MAX100",0.876984126984127,0.833393759730427,0.820754716981132,0.757670557093009
"67","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0067.csv","100","WithMasking","LOOCV","LS8","rf",252,106,13,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VV_MAX + VV_MAX_1 + d_VV_MAX100",0.873015873015873,0.828352490421456,0.80188679245283,0.731289232254949
"68","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0068.csv","100","WithMasking","LOOCV","LS8","rf",252,106,11,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + d_VV_MAX100",0.873015873015873,0.828571428571429,0.80188679245283,0.731289232254949
"69","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0069.csv","100","WithMasking","LOOCV","LS8","rf",252,106,11,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + d_VH_MAX100",0.869047619047619,0.823165415612308,0.820754716981132,0.757524680953528
"70","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0070.csv","100","WithMasking","LOOCV","LS8","rf",252,106,13,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VH_MIN + VH_MIN_1 + d_VH_MIN",0.880952380952381,0.839272046942767,0.80188679245283,0.731871838111299
"71","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0071.csv","100","WithMasking","LOOCV","LS8","rf",252,106,12,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + VH_MIN + VH_MIN_1",0.880952380952381,0.839176310415248,0.811320754716981,0.744362715543229
"72","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0072.csv","100","WithMasking","LOOCV","LS8","rf",252,106,17,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07",0.880952380952381,0.838987924094307,0.839622641509434,0.781866602106283
"73","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0073.csv","100","WithMasking","LOOCV","LS8","rf",252,106,37,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM + VH_MAX_1 + VH_MEAN_1 + VH_MED_1 + VH_MIN_1 + VH_SUM_1 + VV_MAX_1 + VV_MEAN_1 + VV_MED_1 + VV_MIN_1 + VV_SUM_1",0.892857142857143,0.855073698560109,0.830188679245283,0.769425981873112
"74","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0074.csv","100","WithMasking","LOOCV","LS8","rf",252,106,27,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VH_MAX_1 + VH_MEAN_1 + VH_MED_1 + VH_MIN_1 + VH_SUM_1",0.892857142857143,0.855101475818302,0.839622641509434,0.782603450355893
"75","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0075.csv","100","WithMasking","LOOCV","LS8","rf",252,106,27,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM + VV_MAX_1 + VV_MEAN_1 + VV_MED_1 + VV_MIN_1 + VV_SUM_1",0.876984126984127,0.833489641060619,0.820754716981132,0.756056201550388
"76","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0076.csv","100","WithMasking","LOOCV","LS8","rf",252,106,27,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VV_MAX_1 + VV_MEAN_1 + VV_MED_1 + VV_MIN_1 + VV_SUM_1",0.888888888888889,0.849824412046398,0.830188679245283,0.769676484789957
"77","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0077.csv","100","WithMasking","LOOCV","LS8","rf",252,106,27,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM + VH_MAX_1 + VH_MEAN_1 + VH_MED_1 + VH_MIN_1 + VH_SUM_1",0.892857142857143,0.855073698560109,0.811320754716981,0.745069745069745
"78","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0078.csv","100","WithMasking","LOOCV","LS8","rf",252,106,19,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MIN",0.888888888888889,0.849661226403034,0.858490566037736,0.808364469085212
"79","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0079.csv","100","WithMasking","LOOCV","LS8","rf",252,106,18,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX",0.884920634920635,0.844354993291163,0.811320754716981,0.743092583616093
"80","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0080.csv","100","WithMasking","LOOCV","LS8","rf",252,106,18,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MIN",0.900793650793651,0.865743207245605,0.849056603773585,0.794822163077668
"81","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0081.csv","100","WithMasking","LOOCV","LS8","rf",252,106,21,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MIN + VH_MAX_1 + VH_MIN_1",0.892857142857143,0.855002663825253,0.849056603773585,0.795020546289582
"82","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0082.csv","100","WithMasking","LOOCV","LS8","rf",252,106,19,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MAX_1",0.880952380952381,0.838671816649239,0.849056603773585,0.795020546289582
"83","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0083.csv","100","WithMasking","LOOCV","LS8","rf",252,106,19,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MIN + VH_MIN_1",0.888888888888889,0.849661226403034,0.849056603773585,0.795267986479961
"84","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0084.csv","100","WithMasking","LOOCV","LS8","rf",252,106,27,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM",0.884920634920635,0.84450732994319,0.820754716981132,0.756763285024154
"85","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0085.csv","100","WithMasking","LOOCV","LS8","rf",252,106,22,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM",0.880952380952381,0.838939900722214,0.849056603773585,0.795366795366795
"86","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0086.csv","100","WithMasking","LOOCV","LS8","rf",252,106,22,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM",0.880952380952381,0.839080459770115,0.80188679245283,0.730964467005076
"87","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0087.csv","100","WithMasking","LOOCV","LS8","rf",252,106,47,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM + VH_MAX_1 + VH_MEAN_1 + VH_MED_1 + VH_MIN_1 + VH_SUM_1 + VV_MAX_1 + VV_MEAN_1 + VV_MED_1 + VV_MIN_1 + VV_SUM_1 + d_VH_MAX + d_VH_MEAN + d_VH_MED + d_VH_MIN + d_VH_SUM + d_VV_MAX + d_VV_MEAN + d_VV_MED + d_VV_MIN + d_VV_SUM",0.892857142857143,0.855144663728684,0.849056603773585,0.795490172434583
"88","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0088.csv","100","WithMasking","LOOCV","LS8","rf",252,106,27,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + d_VH_MAX + d_VH_MEAN + d_VH_MED + d_VH_MIN + d_VH_SUM + d_VV_MAX + d_VV_MEAN + d_VV_MED + d_VV_MIN + d_VV_SUM",0.876984126984127,0.833407971339006,0.820754716981132,0.756233357540547
"89","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0089.csv","100","WithMasking","LOOCV","LS8","rf",252,106,22,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + d_VH_MAX + d_VH_MEAN + d_VH_MED + d_VH_MIN + d_VH_SUM",0.888888888888889,0.849881922430483,0.811320754716981,0.743248153082233
"90","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0090.csv","100","WithMasking","LOOCV","LS8","rf",252,106,22,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + d_VV_MAX + d_VV_MEAN + d_VV_MED + d_VV_MIN + d_VV_SUM",0.876984126984127,0.833847331816152,0.80188679245283,0.730541096719526
"91","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0091.csv","100","WithMasking","LOOCV","LS8","rf",252,106,20,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MAX_1 + d_VH_MAX",0.884920634920635,0.844414638819697,0.830188679245283,0.769425981873112
"92","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0092.csv","100","WithMasking","LOOCV","LS8","rf",252,106,20,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VV_MAX + VV_MAX_1 + d_VV_MAX",0.880952380952381,0.839159202604089,0.811320754716981,0.743496672716274
"93","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0093.csv","100","WithMasking","LOOCV","LS8","rf",252,106,18,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + d_VV_MAX",0.884920634920635,0.844444444444444,0.830188679245283,0.769286577992745
"94","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0094.csv","100","WithMasking","LOOCV","LS8","rf",252,106,18,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + d_VH_MAX",0.884920634920635,0.844414638819697,0.830188679245283,0.76939811457578
"95","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0095.csv","100","WithMasking","LOOCV","LS8","rf",252,106,27,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM",0.884920634920635,0.844172459379931,0.839622641509434,0.782235649546828
"96","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0096.csv","100","WithMasking","LOOCV","LS8","rf",252,106,22,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM",0.884920634920635,0.844477548414556,0.830188679245283,0.769898697539797
"97","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0097.csv","100","WithMasking","LOOCV","LS8","rf",252,106,22,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM",0.880952380952381,0.839049626365204,0.820754716981132,0.756056201550388
"98","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0098.csv","100","WithMasking","LOOCV","LS8","rf",252,106,47,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + VH_MAX + VH_MEAN + VH_MED + VH_MIN + VH_SUM + VV_MAX + VV_MEAN + VV_MED + VV_MIN + VV_SUM + VH_MAX_1 + VH_MEAN_1 + VH_MED_1 + VH_MIN_1 + VH_SUM_1 + VV_MAX_1 + VV_MEAN_1 + VV_MED_1 + VV_MIN_1 + VV_SUM_1 + d_VH_MAX100 + d_VH_MEAN100 + d_VH_MED100 + d_VH_MIN100 + d_VH_SUM100 + d_VV_MAX100 + d_VV_MEAN100 + d_VV_MED100 + d_VV_MIN100 + d_VV_SUM100",0.892857142857143,0.85511690302798,0.858490566037736,0.808687281915534
"99","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0099.csv","100","WithMasking","LOOCV","LS8","rf",252,106,27,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + d_VH_MAX100 + d_VH_MEAN100 + d_VH_MED100 + d_VH_MIN100 + d_VH_SUM100 + d_VV_MAX100 + d_VV_MEAN100 + d_VV_MED100 + d_VV_MIN100 + d_VV_SUM100",0.880952380952381,0.839128399370132,0.820754716981132,0.756085745428122
"100","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0100.csv","100","WithMasking","LOOCV","LS8","rf",252,106,22,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + d_VH_MAX100 + d_VH_MEAN100 + d_VH_MED100 + d_VH_MIN100 + d_VH_SUM100",0.880952380952381,0.839159202604089,0.839622641509434,0.782367149758454
"101","WithMasking_LOOCV_ML_LS8_S1AGGPREV_S2_2019_4class_survey_rf_noProc_0101.csv","100","WithMasking","LOOCV","LS8","rf",252,106,22,"noProc","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A + LS8_B01 + LS8_B02 + LS8_B03 + LS8_B04 + LS8_B05 + LS8_B06 + LS8_B07 + d_VV_MAX100 + d_VV_MEAN100 + d_VV_MED100 + d_VV_MIN100 + d_VV_SUM100",0.873015873015873,0.828589648209161,0.80188679245283,0.730541096719526
