"","code","area_ha"
"1","1",12650
"2","2",20969
"3","3",15499
"4","4",90614
"5","27",18
"6","59",76
"7","91",1
"8","123",300
"9","155",6
"10","187",16
"11","219",4
"12","233",101
"13","235",2148
"14","249",24737
"15","251",142099
