"","code","area_ha"
"1","1",58530
"2","2",84704
"3","3",30435
"4","4",88259
"5","59",24
"6","107",23
"7","123",349
"8","187",6
"9","233",182
"10","235",813
"11","249",8328
"12","251",37585
