"","paddy_raster_df","Freq"
"1","101",102784.125
"2","102",7204.0625
"3","103",925
"4","201",12538.625
"5","202",67866.25
"6","203",17083.0625
"7","301",1811.9375
"8","302",1743
"9","303",22302.4375
"10","304",5251.75
"11","401",13724.6875
"12","402",3401.0625
"13","404",25224.125
