"","paddy_raster_df","Freq"
"1","101",61076
"2","102",9319.4375
"3","103",836.3125
"4","201",12379.625
"5","202",137384
"6","203",5223.125
"7","301",686.125
"8","302",1183.1875
"9","303",4276.25
"10","304",15083.9375
"11","401",23103.125
"12","402",3072.9375
"13","404",33569.75
